hyperparameters,evaluation
"(9, 1)",24.962
5,24.962
4,24.962
4,24.962
4,24.962
0.1,24.962
0.1,24.962
0.1,24.962
200,24.962
1,24.962
2,24.962
1,24.962
3,24.962
