hyperparameters,evaluation
"(7, 3)",48.973
5,48.973
4,48.973
4,48.973
4,48.973
0.1,48.973
0.2,48.973
0.1,48.973
200,48.973
1,48.973
1,48.973
1,48.973
3,48.973
