hyperparameters,evaluation
"(7, 3)",1.162
5,1.162
4,1.162
4,1.162
4,1.162
0.1,1.162
0.2,1.162
0.1,1.162
200,1.162
2,1.162
2,1.162
1,1.162
3,1.162
