hyperparameters,evaluation
"(7, 3)",21.219
5,21.219
4,21.219
4,21.219
4,21.219
0.2,21.219
0.1,21.219
0.1,21.219
200,21.219
2,21.219
2,21.219
1,21.219
3,21.219
