hyperparameters,evaluation
"(7, 3)",21.835
5,21.835
4,21.835
4,21.835
4,21.835
0.1,21.835
0.1,21.835
0.1,21.835
200,21.835
2,21.835
1,21.835
1,21.835
5,21.835
