hyperparameters,evaluation
"(7, 3)",246.009
5,246.009
4,246.009
4,246.009
4,246.009
0.2,246.009
0.2,246.009
0.1,246.009
200,246.009
2,246.009
2,246.009
1,246.009
3,246.009
