hyperparameters,evaluation
"(7, 1)",25.369
5,25.369
4,25.369
4,25.369
4,25.369
0.1,25.369
0.1,25.369
0.1,25.369
200,25.369
2,25.369
2,25.369
1,25.369
3,25.369
