hyperparameters,evaluation
"(9, 1)",8.811
5,8.811
4,8.811
4,8.811
4,8.811
0.2,8.811
0.2,8.811
0.1,8.811
200,8.811
1,8.811
2,8.811
1,8.811
5,8.811
