hyperparameters,evaluation
"(9, 1)",13.183
5,13.183
4,13.183
4,13.183
4,13.183
0.1,13.183
0.2,13.183
0.1,13.183
200,13.183
1,13.183
2,13.183
1,13.183
5,13.183
