hyperparameters,evaluation
"(7, 1)",20.141
5,20.141
4,20.141
4,20.141
4,20.141
0.2,20.141
0.1,20.141
0.1,20.141
200,20.141
2,20.141
2,20.141
1,20.141
5,20.141
