hyperparameters,evaluation
"(7, 1)",4.394
5,4.394
4,4.394
4,4.394
4,4.394
0.2,4.394
0.1,4.394
0.1,4.394
200,4.394
2,4.394
1,4.394
1,4.394
3,4.394
