hyperparameters,evaluation
"(7, 3)",20.541
5,20.541
4,20.541
4,20.541
4,20.541
0.2,20.541
0.2,20.541
0.1,20.541
200,20.541
1,20.541
2,20.541
1,20.541
3,20.541
