hyperparameters,evaluation
"(9, 1)",6.849
5,6.849
4,6.849
4,6.849
4,6.849
0.1,6.849
0.1,6.849
0.1,6.849
200,6.849
1,6.849
1,6.849
1,6.849
5,6.849
