hyperparameters,evaluation
"(9, 1)",88.709
5,88.709
4,88.709
4,88.709
4,88.709
0.2,88.709
0.2,88.709
0.1,88.709
200,88.709
2,88.709
1,88.709
1,88.709
5,88.709
