hyperparameters,evaluation
"(9, 1)",105.924
5,105.924
4,105.924
4,105.924
4,105.924
0.2,105.924
0.2,105.924
0.1,105.924
200,105.924
1,105.924
2,105.924
1,105.924
3,105.924
