hyperparameters,evaluation
"(7, 3)",64.055
5,64.055
4,64.055
4,64.055
4,64.055
0.1,64.055
0.2,64.055
0.1,64.055
200,64.055
2,64.055
2,64.055
1,64.055
5,64.055
