hyperparameters,evaluation
"(9, 1)",7.79
5,7.79
4,7.79
4,7.79
4,7.79
0.2,7.79
0.2,7.79
0.1,7.79
200,7.79
1,7.79
2,7.79
1,7.79
3,7.79
