hyperparameters,evaluation
"(9, 1)",29.418
5,29.418
4,29.418
4,29.418
4,29.418
0.1,29.418
0.2,29.418
0.1,29.418
200,29.418
1,29.418
1,29.418
1,29.418
3,29.418
