hyperparameters,evaluation
"(7, 1)",6.489
5,6.489
4,6.489
4,6.489
4,6.489
0.1,6.489
0.2,6.489
0.1,6.489
200,6.489
2,6.489
2,6.489
1,6.489
5,6.489
