hyperparameters,evaluation
"(9, 1)",3.043
5,3.043
4,3.043
4,3.043
4,3.043
0.2,3.043
0.1,3.043
0.1,3.043
200,3.043
2,3.043
2,3.043
1,3.043
3,3.043
