hyperparameters,evaluation
"(9, 1)",6.975
5,6.975
4,6.975
4,6.975
4,6.975
0.2,6.975
0.1,6.975
0.1,6.975
200,6.975
1,6.975
2,6.975
1,6.975
3,6.975
