hyperparameters,evaluation
"(7, 3)",28.992
5,28.992
4,28.992
4,28.992
4,28.992
0.2,28.992
0.1,28.992
0.1,28.992
200,28.992
1,28.992
1,28.992
1,28.992
3,28.992
