hyperparameters,evaluation
"(9, 1)",18.399
5,18.399
4,18.399
4,18.399
4,18.399
0.1,18.399
0.2,18.399
0.1,18.399
200,18.399
2,18.399
2,18.399
1,18.399
5,18.399
