hyperparameters,evaluation
"(7, 3)",5.466
5,5.466
4,5.466
4,5.466
4,5.466
0.1,5.466
0.2,5.466
0.1,5.466
200,5.466
1,5.466
1,5.466
1,5.466
3,5.466
