hyperparameters,evaluation
"(9, 1)",13.354
5,13.354
4,13.354
4,13.354
4,13.354
0.1,13.354
0.2,13.354
0.1,13.354
200,13.354
1,13.354
1,13.354
1,13.354
5,13.354
