hyperparameters,evaluation
"(7, 3)",3.366
5,3.366
4,3.366
4,3.366
4,3.366
0.2,3.366
0.2,3.366
0.1,3.366
200,3.366
2,3.366
1,3.366
1,3.366
3,3.366
