hyperparameters,evaluation
"(7, 3)",47.562
5,47.562
4,47.562
4,47.562
4,47.562
0.2,47.562
0.1,47.562
0.1,47.562
200,47.562
1,47.562
1,47.562
1,47.562
3,47.562
