hyperparameters,evaluation
"(7, 3)",50.171
5,50.171
4,50.171
4,50.171
4,50.171
0.2,50.171
0.1,50.171
0.1,50.171
200,50.171
1,50.171
2,50.171
1,50.171
3,50.171
