hyperparameters,evaluation
"(7, 3)",3.875
5,3.875
4,3.875
4,3.875
4,3.875
0.1,3.875
0.1,3.875
0.1,3.875
200,3.875
2,3.875
1,3.875
1,3.875
3,3.875
