hyperparameters,evaluation
"(7, 3)",3.899
5,3.899
4,3.899
4,3.899
4,3.899
0.1,3.899
0.1,3.899
0.1,3.899
200,3.899
1,3.899
2,3.899
1,3.899
5,3.899
