hyperparameters,evaluation
"(7, 3)",246.016
5,246.016
4,246.016
4,246.016
4,246.016
0.1,246.016
0.2,246.016
0.1,246.016
200,246.016
2,246.016
2,246.016
1,246.016
3,246.016
