hyperparameters,evaluation
"(7, 3)",24.384
5,24.384
4,24.384
4,24.384
4,24.384
0.1,24.384
0.1,24.384
0.1,24.384
200,24.384
2,24.384
2,24.384
1,24.384
3,24.384
